phenomenon,sentence_number,spa_eng_grammatical,spa_eng_ungrammatical,eng_spa_grammatical,eng_spa_ungrammatical
SimpleNPs,130,Ata el rope alrededor del paquete para mantenerlo firme durante el viaje.,Ata rope el alrededor del paquete para mantenerlo firme durante el viaje.,He coiled the cuerda neatly after finishing the gardening work outside.,He coiled cuerda the neatly after finishing the gardening work outside.
SimpleNPs,131,Coloca el ladder contra la pared antes de subir con cuidado.,Coloca ladder el contra la pared antes de subir con cuidado.,They inspected the escalera for stability before allowing anyone to climb it.,They inspected escalera the for stability before allowing anyone to climb it.
SimpleNPs,132,Guarda el tool en la caja después de terminar la reparación del coche.,Guarda tool el en la caja después de terminar la reparación del coche.,He sharpened the herramienta to make the job easier and faster.,He sharpened herramienta the to make the job easier and faster.
SimpleNPs,133,Sujeta el hammer con firmeza antes de golpear el clavo en la madera.,Sujeta hammer el con firmeza antes de golpear el clavo en la madera.,She picked up the martillo to hang the picture on the wall.,She picked up martillo the to hang the picture on the wall.
SimpleNPs,134,Inserta el nail en la tabla y golpéalo con cuidado hasta que entre.,Inserta nail el en la tabla y golpéalo con cuidado hasta que entre.,They removed the clavo that was bent and replaced it with a new one.,They removed clavo the that was bent and replaced it with a new one.
SimpleNPs,135,Aprieta el screw para asegurar la bisagra antes de cerrar la puerta.,Aprieta screw el para asegurar la bisagra antes de cerrar la puerta.,He found the tornillo missing and searched the toolbox for a replacement.,He found tornillo the missing and searched the toolbox for a replacement.
SimpleNPs,136,Usa el drill con protección ocular para perforar la pared con seguridad.,Usa drill el con protección ocular para perforar la pared con seguridad.,They rented the taladro for the weekend renovation project at the house.,They rented taladro the for the weekend renovation project at the house.
SimpleNPs,137,Aplica el paint en capas finas para lograr un acabado uniforme y liso.,Aplica paint el en capas finas para lograr un acabado uniforme y liso.,She mixed the pintura to get the exact shade for the living room.,She mixed pintura the to get the exact shade for the living room.
SimpleNPs,138,Sumerge el brush en la pintura y pinta con trazos largos y suaves.,Sumerge brush el en la pintura y pinta con trazos largos y suaves.,He cleaned the cepillo thoroughly after finishing the painting job outside.,He cleaned cepillo the thoroughly after finishing the painting job outside.
SimpleNPs,139,Pasa el roller sobre la pared para cubrirla con la nueva capa.,Pasa roller el sobre la pared para cubrirla con la nueva capa.,They stored the rodillo en el garaje junto con otras herramientas.,They stored rodillo the en el garaje junto con otras herramientas.
SimpleNPs,140,Coloca el mask antes de entrar al taller por seguridad y salud.,Coloca mask el antes de entrar al taller por seguridad y salud.,She kept the mascarilla en la bolsa para usarla cuando fuera necesario.,She kept mascarilla the en la bolsa para usarla cuando fuera necesario.
SimpleNPs,141,Limpia las glasses con un paño suave antes de empezar a trabajar.,Limpia glasses el con un paño suave antes de empezar a trabajar.,He adjusted the gafas to improve his vision while reading the contract.,He adjusted gafas the to improve his vision while reading the contract.
SimpleNPs,142,Saca el contact_lens con cuidado y guárdalo en su estuche limpio.,Saca contact_lens el con cuidado y guárdalo en su estuche limpio.,She replaced the lente_de_contacto after noticing it was uncomfortable in her eye.,She replaced lente_de_contacto the after noticing it was uncomfortable in her eye.
SimpleNPs,143,Coloca el bandage sobre la herida y sujétalo con cinta adhesiva.,Coloca bandage el sobre la herida y sujétalo con cinta adhesiva.,He wrapped the venda alrededor de la muñeca para proteger la lesión.,He wrapped venda the alrededor de la muñeca para proteger la lesión.
SimpleNPs,144,Aplica el ointment según las instrucciones para acelerar la curación de la piel.,Aplica ointment el según las instrucciones para acelerar la curación de la piel.,She bought the ungüento en la farmacia para tratar la irritación leve.,She bought ungüento the en la farmacia para tratar la irritación leve.
SimpleNPs,145,Mide la temperatura con el thermometer y anota el resultado en la ficha.,Mide thermometer el la temperatura y anota el resultado en la ficha.,They calibrated the termómetro antes de usarlo en el experimento científico.,They calibrated termómetro the antes de usarlo en el experimento científico.
SimpleNPs,146,Escucharon el band tocar en vivo durante el festival de la ciudad.,Escucharon band el tocar en vivo durante el festival de la ciudad.,She followed the grupo en redes sociales para no perder sus conciertos.,She followed grupo the en redes sociales para no perder sus conciertos.
SimpleNPs,147,Compraron el album en la tienda de música después del concierto.,Compraron album el en la tienda de música después del concierto.,He organized the álbum con fotos de las vacaciones familiares pasadas.,He organized álbum the con fotos de las vacaciones familiares pasadas.
SimpleNPs,148,Corrió el track tres veces como parte de su entrenamiento diario.,Corrió track el tres veces como parte de su entrenamiento diario.,They cleared the pista before the race to ensure a safe course.,They cleared pista the before the race to ensure a safe course.
SimpleNPs,149,Revisaron el score para verificar los resultados antes de anunciar al ganador.,Revisaron score el para verificar los resultados antes de anunciar al ganador.,She recorded the puntuación immediately after the judges finished their evaluations.,She recorded puntuación the immediately after the judges finished their evaluations.
SimpleNPs,150,Ensaya el script con el elenco para pulir las escenas antes del estreno.,Ensaya script el con el elenco para pulir las escenas antes del estreno.,They printed the guion para repartirlo entre los actores antes del ensayo.,They printed guion the para repartirlo entre los actores antes del ensayo.
SimpleNPs,151,Coloca el mirror en la pared del pasillo antes de la cena familiar.,Coloca mirror el en la pared del pasillo antes de la cena familiar.,She hung the espejo above the mantel to brighten the living room.,She hung espejo the above the mantel to brighten the living room.
SimpleNPs,152,Cubre al bebé con el blanket antes de salir al frío nocturno.,Cubre blanket el al bebé antes de salir al frío nocturno.,They folded the manta neatly and placed it on the guest bed.,They folded manta the neatly and placed it on the guest bed.
SimpleNPs,153,Pon el pillow en la cama para que esté cómodo al dormir.,Pon pillow el en la cama para que esté cómodo al dormir.,He fluffed the almohada before guests arrived for the overnight stay.,He fluffed almohada the before guests arrived for the overnight stay.
SimpleNPs,154,Coloca el mat frente a la puerta para limpiar los zapatos al entrar.,Coloca mat el frente a la puerta para limpiar los zapatos al entrar.,She bought the felpudo to welcome visitors at the apartment entrance.,She bought felpudo the to welcome visitors at the apartment entrance.
SimpleNPs,155,Cierra el curtain para que la habitación quede oscura antes de dormir.,Cierra curtain el para que la habitación quede oscura antes de dormir.,They washed the cortina and rehung it this morning before guests.,They washed cortina the and rehung it this morning before guests.
SimpleNPs,156,Pinta la pared con el blank para que el cuarto parezca más grande.,Pinta blank el la pared con el blanco para que el cuarto parezca más grande.,He chose the blanco because it reflected light across the small room.,He chose blanco the because it reflected light across the small room.
SimpleNPs,157,Colgó el frame con cuidado para que la foto quedara centrada.,Colgó frame el con cuidado para que la foto quedara centrada.,She polished the marco before placing the portrait on the shelf.,She polished marco the before placing the portrait on the shelf.
