label,phenomenon,sentence_number,codeswitch_direction,grammaticality,sentence,surprisal
SimpleNPs_186_spa_eng_grammatical,SimpleNPs,186,spa_eng,grammatical,Ponte el vest reflectante si vas a caminar por la carretera.,43.39023972
SimpleNPs_187_spa_eng_grammatical,SimpleNPs,187,spa_eng,grammatical,Cuelga el coat en el perchero al entrar para que no se arrugue.,40.33313751
SimpleNPs_188_spa_eng_grammatical,SimpleNPs,188,spa_eng,grammatical,Envuelve el scarf alrededor del cuello para protegerte del viento frío.,8.768779755
SimpleNPs_189_spa_eng_grammatical,SimpleNPs,189,spa_eng,grammatical,Limpia las glasses con cuidado antes de empezar a leer el informe.,29.81290054
SimpleNPs_190_spa_eng_grammatical,SimpleNPs,190,spa_eng,grammatical,Revisa el watch para comprobar la hora antes de la reunión urgente.,53.05783081
SimpleNPs_191_spa_eng_grammatical,SimpleNPs,191,spa_eng,grammatical,Guarda el ring en la caja fuerte para protegerlo durante el viaje.,21.3196373
SimpleNPs_192_spa_eng_grammatical,SimpleNPs,192,spa_eng,grammatical,Coloca el necklace en la caja de joyas antes de salir de casa.,13.67166138
SimpleNPs_193_spa_eng_grammatical,SimpleNPs,193,spa_eng,grammatical,Ajusta el bracelet para que no se caiga mientras trabajas.,19.39809418
SimpleNPs_194_spa_eng_grammatical,SimpleNPs,194,spa_eng,grammatical,Ajusta el watch para que la alarma suene a la hora correcta.,21.11014938
SimpleNPs_195_spa_eng_grammatical,SimpleNPs,195,spa_eng,grammatical,Guarda el coin en la colección con cuidado para evitar daños.,34.82076263
SimpleNPs_196_spa_eng_grammatical,SimpleNPs,196,spa_eng,grammatical,Pega el stamp en el sobre antes de llevar la carta al buzón.,33.64927673
SimpleNPs_197_spa_eng_grammatical,SimpleNPs,197,spa_eng,grammatical,Retira el poster de la pared cuando termine la campaña publicitaria.,13.96376801
SimpleNPs_198_spa_eng_grammatical,SimpleNPs,198,spa_eng,grammatical,Recoge el leaf caído y colócalo en la bolsa de compost.,35.8777771
SimpleNPs_199_spa_eng_grammatical,SimpleNPs,199,spa_eng,grammatical,Planta el seed en la maceta y riégalo según las instrucciones.,43.15413666
SimpleNPs_200_spa_eng_grammatical,SimpleNPs,200,spa_eng,grammatical,Cambia el bulb quemado por uno nuevo en la lámpara del salón.,22.30465698
ComplexNPs_1_spa_eng_grammatical,ComplexNPs,1,spa_eng,grammatical,El bibliotecario colocó el ancient book en la estantería antes del cierre.,23.33711624
ComplexNPs_2_spa_eng_grammatical,ComplexNPs,2,spa_eng,grammatical,El vecino lavó el shiny car en el garaje durante la tarde.,35.6452446
ComplexNPs_3_spa_eng_grammatical,ComplexNPs,3,spa_eng,grammatical,Los voluntarios pasearon el friendly dog por el refugio esta mañana.,32.14735031
ComplexNPs_4_spa_eng_grammatical,ComplexNPs,4,spa_eng,grammatical,Por favor deja el cracked phone sobre la mesa cuando termines.,32.04259109
ComplexNPs_5_spa_eng_grammatical,ComplexNPs,5,spa_eng,grammatical,El técnico instaló el powerful computer en la sala de trabajo hoy.,41.38165665
ComplexNPs_6_spa_eng_grammatical,ComplexNPs,6,spa_eng,grammatical,Firma el formulario con el fine pen que está en la mesa.,46.08447647
ComplexNPs_7_spa_eng_grammatical,ComplexNPs,7,spa_eng,grammatical,Compré el warm bread en la panadería antes de volver a casa.,29.3065834
ComplexNPs_8_spa_eng_grammatical,ComplexNPs,8,spa_eng,grammatical,Encontré el muddy shoe junto a la puerta al volver anoche.,23.61636734
ComplexNPs_9_spa_eng_grammatical,ComplexNPs,9,spa_eng,grammatical,Guardó el leather bag debajo del asiento durante todo el viaje.,16.41852188
ComplexNPs_10_spa_eng_grammatical,ComplexNPs,10,spa_eng,grammatical,Colocó el straw hat en la percha junto a la chaqueta.,33.58205414
ComplexNPs_11_spa_eng_grammatical,ComplexNPs,11,spa_eng,grammatical,Ana ajustó el digital watch antes de salir para la reunión.,43.20973969
ComplexNPs_12_spa_eng_grammatical,ComplexNPs,12,spa_eng,grammatical,Pon el empty glass en el fregadero cuando termines de lavar.,36.06746292
ComplexNPs_13_spa_eng_grammatical,ComplexNPs,13,spa_eng,grammatical,Lava el ceramic plate después de cenar para que esté listo mañana.,51.33909225
ComplexNPs_14_spa_eng_grammatical,ComplexNPs,14,spa_eng,grammatical,Corta el sharp knife con cuidado sobre la tabla de madera.,14.47311401
ComplexNPs_15_spa_eng_grammatical,ComplexNPs,15,spa_eng,grammatical,Pon el silver fork a la derecha del plato principal  por favor.,36.63552475
ComplexNPs_16_spa_eng_grammatical,ComplexNPs,16,spa_eng,grammatical,Escribe tu respuesta con el HB pencil en la hoja superior.,34.41680527
ComplexNPs_17_spa_eng_grammatical,ComplexNPs,17,spa_eng,grammatical,Deja el spiral notebook en mi escritorio cuando termines de estudiar.,44.66342545
ComplexNPs_18_spa_eng_grammatical,ComplexNPs,18,spa_eng,grammatical,Extiende el folded map sobre la mesa para que todos lo vean.,36.85310364
ComplexNPs_19_spa_eng_grammatical,ComplexNPs,19,spa_eng,grammatical,Plantaron el young tree junto al sendero durante la jornada comunitaria.,43.365345
ComplexNPs_20_spa_eng_grammatical,ComplexNPs,20,spa_eng,grammatical,Tomaron el overnight train para llegar a la ciudad al amanecer.,11.01169586
ComplexNPs_21_spa_eng_grammatical,ComplexNPs,21,spa_eng,grammatical,Reservaron el private plane para el viaje de negocios la próxima semana.,43.37890244
ComplexNPs_22_spa_eng_grammatical,ComplexNPs,22,spa_eng,grammatical,Alquilamos el fishing boat para pasar la tarde en la bahía.,11.62176514
ComplexNPs_23_spa_eng_grammatical,ComplexNPs,23,spa_eng,grammatical,Dejaron el wooden bench frente al museo para descansar un rato.,32.78306198
ComplexNPs_24_spa_eng_grammatical,ComplexNPs,24,spa_eng,grammatical,Compramos verduras en el open market cerca de la plaza central.,25.8097496
ComplexNPs_25_spa_eng_grammatical,ComplexNPs,25,spa_eng,grammatical,Montaron el grey horse por el sendero que bordea el río.,35.91571045
ComplexNPs_26_spa_eng_grammatical,ComplexNPs,26,spa_eng,grammatical,Apaga el flat television cuando termines de ver la serie.,34.74307251
ComplexNPs_27_spa_eng_grammatical,ComplexNPs,27,spa_eng,grammatical,Cuelga el waterproof jacket en el perchero al entrar empapado.,66.34025574
ComplexNPs_28_spa_eng_grammatical,ComplexNPs,28,spa_eng,grammatical,Guarda el concert ticket en tu cartera hasta que entres al recinto.,28.40625763
ComplexNPs_29_spa_eng_grammatical,ComplexNPs,29,spa_eng,grammatical,Colocó el antique ring en la caja antes de cerrar la vitrina.,33.81449509
ComplexNPs_30_spa_eng_grammatical,ComplexNPs,30,spa_eng,grammatical,Ensayó el grand piano durante horas antes del concierto del sábado.,28.1844101
ComplexNPs_31_spa_eng_grammatical,ComplexNPs,31,spa_eng,grammatical,Recoge el compact umbrella del perchero antes de salir bajo la lluvia.,44.35663986
ComplexNPs_32_spa_eng_grammatical,ComplexNPs,32,spa_eng,grammatical,Envía el confidential document por correo seguro antes del mediodía  por favor.,39.51926422
ComplexNPs_33_spa_eng_grammatical,ComplexNPs,33,spa_eng,grammatical,Coloca el round mirror en la pared del pasillo junto a la entrada.,26.90343475
ComplexNPs_34_spa_eng_grammatical,ComplexNPs,34,spa_eng,grammatical,Pasa el soft brush por la alfombra para quitar el polvo.,13.14701843
ComplexNPs_35_spa_eng_grammatical,ComplexNPs,35,spa_eng,grammatical,Deja el scented soap junto al lavabo para los invitados esta noche.,32.18601227
ComplexNPs_36_spa_eng_grammatical,ComplexNPs,36,spa_eng,grammatical,Precalienta el electric oven a la temperatura indicada antes de hornear.,31.20264053
ComplexNPs_37_spa_eng_grammatical,ComplexNPs,37,spa_eng,grammatical,Lee el local newspaper mientras tomas café en la terraza esta mañana.,42.22122955
ComplexNPs_38_spa_eng_grammatical,ComplexNPs,38,spa_eng,grammatical,Ajusta el cycling helmet antes de subir a la bicicleta en la pista.,23.76639938
ComplexNPs_39_spa_eng_grammatical,ComplexNPs,39,spa_eng,grammatical,Encuentra el leather glove que dejaste en la mesa del comedor.,29.83229828
ComplexNPs_40_spa_eng_grammatical,ComplexNPs,40,spa_eng,grammatical,Lava el wool sweater según las instrucciones antes de guardarlo en otoño.,22.04456711
ComplexNPs_41_spa_eng_grammatical,ComplexNPs,41,spa_eng,grammatical,Pon el silver collar en la mesa junto a la caja de joyas.,31.59541702
ComplexNPs_42_spa_eng_grammatical,ComplexNPs,42,spa_eng,grammatical,Revisa el valid passport para asegurarte de que no esté caducado antes del viaje.,26.93580627
ComplexNPs_43_spa_eng_grammatical,ComplexNPs,43,spa_eng,grammatical,Cruza el wooden bridge con cuidado porque las tablas están resbaladizas.,25.9072876
ComplexNPs_44_spa_eng_grammatical,ComplexNPs,44,spa_eng,grammatical,Sigue el winding road hasta la granja y aparca junto al granero.,23.77069855
ComplexNPs_45_spa_eng_grammatical,ComplexNPs,45,spa_eng,grammatical,Pescaron en el shallow river hasta que el sol se ocultó.,24.83800888
ComplexNPs_46_spa_eng_grammatical,ComplexNPs,46,spa_eng,grammatical,Nadaron en el clear lake hasta que el frío los obligó a salir.,50.24384308
ComplexNPs_47_spa_eng_grammatical,ComplexNPs,47,spa_eng,grammatical,Entraron al modern stadium con sus entradas y buscaron sus asientos.,37.14091492
ComplexNPs_48_spa_eng_grammatical,ComplexNPs,48,spa_eng,grammatical,Disfrutaron el outdoor concert desde la colina con mantas y bocadillos.,44.52743149
ComplexNPs_49_spa_eng_grammatical,ComplexNPs,49,spa_eng,grammatical,Reservamos el charity show para el sábado y esperamos una gran noche.,21.00056076
ComplexNPs_50_spa_eng_grammatical,ComplexNPs,50,spa_eng,grammatical,Cambia el halogen foco en la lámpara antes de que lleguen los invitados.,33.12634659
ComplexNPs_51_spa_eng_grammatical,ComplexNPs,51,spa_eng,grammatical,Colgó el ancient painting en la galería antes de la inauguración del viernes.,46.76473999
ComplexNPs_52_spa_eng_grammatical,ComplexNPs,52,spa_eng,grammatical,Metió el small pocket la carta dentro del abrigo antes de salir.,54.79255676
ComplexNPs_53_spa_eng_grammatical,ComplexNPs,53,spa_eng,grammatical,Secó el clean sock en la secadora antes de guardarlo en la cesta.,43.43653488
ComplexNPs_54_spa_eng_grammatical,ComplexNPs,54,spa_eng,grammatical,El conductor estacionó el heavy truck junto al muelle para descargar la carga.,21.79776382
ComplexNPs_55_spa_eng_grammatical,ComplexNPs,55,spa_eng,grammatical,Tomaron el crowded bus en la parada de la esquina esta mañana.,22.50652313
ComplexNPs_56_spa_eng_grammatical,ComplexNPs,56,spa_eng,grammatical,Bajaron el deep subway en la estación central para cambiar de línea.,38.58003616
ComplexNPs_57_spa_eng_grammatical,ComplexNPs,57,spa_eng,grammatical,Pasaron el quiet park con los niños mientras buscaban un lugar para picnic.,40.28800201
ComplexNPs_58_spa_eng_grammatical,ComplexNPs,58,spa_eng,grammatical,Regaron el small garden antes de que el sol se pusiera esta tarde.,41.70491409
ComplexNPs_59_spa_eng_grammatical,ComplexNPs,59,spa_eng,grammatical,Cruzaron el open field para llegar al molino antes de que oscureciera.,30.2611618
ComplexNPs_60_spa_eng_grammatical,ComplexNPs,60,spa_eng,grammatical,Exploraron el dense forest con linternas durante la excursión nocturna del colegio.,36.46448517
ComplexNPs_61_spa_eng_grammatical,ComplexNPs,61,spa_eng,grammatical,Visitaron el modern museum para ver la exposición de arte contemporáneo internacional.,29.62312317
ComplexNPs_62_spa_eng_grammatical,ComplexNPs,62,spa_eng,grammatical,Reservaron el small theater para la función que empezaba a las ocho.,22.8166008
ComplexNPs_63_spa_eng_grammatical,ComplexNPs,63,spa_eng,grammatical,Entraron el independent cinema justo cuando empezaba la película de la noche.,36.8274231
ComplexNPs_64_spa_eng_grammatical,ComplexNPs,64,spa_eng,grammatical,Cenamos el cozy restaurant que abrió cerca de la plaza central anoche.,41.48814774
ComplexNPs_65_spa_eng_grammatical,ComplexNPs,65,spa_eng,grammatical,Reservaron el boutique hotel con vista al mar para las vacaciones de verano.,28.45848465
ComplexNPs_66_spa_eng_grammatical,ComplexNPs,66,spa_eng,grammatical,Nos encontramos en el quiet bar de la esquina para conversar un rato.,21.34400177
ComplexNPs_67_spa_eng_grammatical,ComplexNPs,67,spa_eng,grammatical,Cortaron el chocolate cake en porciones iguales para repartir entre los invitados.,21.09731293
ComplexNPs_68_spa_eng_grammatical,ComplexNPs,68,spa_eng,grammatical,Compraron el creamy ice_cream en la heladería antes de volver a casa.,31.97835159
ComplexNPs_69_spa_eng_grammatical,ComplexNPs,69,spa_eng,grammatical,Sirve el fresh juice en vasos fríos para los niños en la merienda.,22.94429398
ComplexNPs_70_spa_eng_grammatical,ComplexNPs,70,spa_eng,grammatical,Prepara el hot tea en la tetera antes de que lleguen los invitados.,20.06270981
ComplexNPs_71_spa_eng_grammatical,ComplexNPs,71,spa_eng,grammatical,Guardaron el red wine en la bodega para que envejeciera unos meses más.,27.30297852
ComplexNPs_72_spa_eng_grammatical,ComplexNPs,72,spa_eng,grammatical,Sirvió el light dessert al final de la cena para sorprender a los comensales.,25.27052307
ComplexNPs_73_spa_eng_grammatical,ComplexNPs,73,spa_eng,grammatical,Preparó el hearty breakfast antes de que los niños se despertaran esta mañana.,16.87756729
ComplexNPs_74_spa_eng_grammatical,ComplexNPs,74,spa_eng,grammatical,Empacó el packed lunch para llevarlo al trabajo y comer en la oficina.,30.85792542
ComplexNPs_75_spa_eng_grammatical,ComplexNPs,75,spa_eng,grammatical,Limpia el small bathroom antes de que lleguen los invitados esta tarde  por favor.,38.24332047
ComplexNPs_76_spa_eng_grammatical,ComplexNPs,76,spa_eng,grammatical,Ordena el spare room y guarda la ropa antes de que lleguen tus padres.,37.10803604
ComplexNPs_77_spa_eng_grammatical,ComplexNPs,77,spa_eng,grammatical,Decoraron el master bedroom con luces y plantas para crear un ambiente acogedor.,22.62364197
ComplexNPs_78_spa_eng_grammatical,ComplexNPs,78,spa_eng,grammatical,Guardaron el dry basement las cajas con recuerdos en la esquina más oscura.,65.36746216
ComplexNPs_79_spa_eng_grammatical,ComplexNPs,79,spa_eng,grammatical,Pusieron el small balcony plantas y sillas para disfrutar las tardes de verano.,47.67795563
ComplexNPs_80_spa_eng_grammatical,ComplexNPs,80,spa_eng,grammatical,Organizaron el board game en el salón para que todos participaran y se divirtieran.,23.26971817
ComplexNPs_81_spa_eng_grammatical,ComplexNPs,81,spa_eng,grammatical,Vieron el friendly match en la televisión con amigos y mucha emoción.,38.42999268
ComplexNPs_82_spa_eng_grammatical,ComplexNPs,82,spa_eng,grammatical,Apoyaron el local team durante todo el torneo con pancartas y cánticos.,36.47994995
ComplexNPs_83_spa_eng_grammatical,ComplexNPs,83,spa_eng,grammatical,Celebraron el winning goal con abrazos y gritos cuando terminó el partido.,17.88483429
ComplexNPs_84_spa_eng_grammatical,ComplexNPs,84,spa_eng,grammatical,Alquilaron el cozy apartment cerca del centro para reducir el tiempo de viaje.,24.79947281
ComplexNPs_85_spa_eng_grammatical,ComplexNPs,85,spa_eng,grammatical,Subieron el slow elevator porque las escaleras estaban cerradas por mantenimiento.,36.48960114
ComplexNPs_86_spa_eng_grammatical,ComplexNPs,86,spa_eng,grammatical,Enciende el ceiling fan si hace calor mientras trabajas en la oficina.,16.39568329
ComplexNPs_87_spa_eng_grammatical,ComplexNPs,87,spa_eng,grammatical,Conecta el loose plug en la toma antes de encender el aparato eléctrico.,31.89025497
ComplexNPs_88_spa_eng_grammatical,ComplexNPs,88,spa_eng,grammatical,Apaga el main switch cuando salgas para ahorrar energía en la oficina.,24.45578766
ComplexNPs_89_spa_eng_grammatical,ComplexNPs,89,spa_eng,grammatical,Pulsa el red button para iniciar la máquina y espera a que termine.,27.35516357
ComplexNPs_90_spa_eng_grammatical,ComplexNPs,90,spa_eng,grammatical,Busca el small remote_control entre los cojines del sofá antes de la película.,55.36215973
ComplexNPs_91_spa_eng_grammatical,ComplexNPs,91,spa_eng,grammatical,Colocaron el portable speaker en la esquina para mejorar la calidad del sonido.,17.98522186
ComplexNPs_92_spa_eng_grammatical,ComplexNPs,92,spa_eng,grammatical,Ajusta el wireless microphone para que la voz se escuche clara en el evento.,33.3651886
ComplexNPs_93_spa_eng_grammatical,ComplexNPs,93,spa_eng,grammatical,Revisaron el raw video de la reunión para tomar notas sobre las decisiones.,44.13786697
ComplexNPs_94_spa_eng_grammatical,ComplexNPs,94,spa_eng,grammatical,Guarda el important file en la carpeta correcta antes de cerrar el ordenador.,33.62716293
ComplexNPs_95_spa_eng_grammatical,ComplexNPs,95,spa_eng,grammatical,Revisa el urgent mail antes de salir para responder los mensajes importantes.,35.08737183
ComplexNPs_96_spa_eng_grammatical,ComplexNPs,96,spa_eng,grammatical,Envía el quick message al grupo para confirmar la hora de la reunión.,36.93998718
ComplexNPs_97_spa_eng_grammatical,ComplexNPs,97,spa_eng,grammatical,Firma el final contract y devuélvelo a la oficina antes del viernes.,42.70098495
ComplexNPs_98_spa_eng_grammatical,ComplexNPs,98,spa_eng,grammatical,Guarda el paper receipt por si necesitas hacer una devolución más tarde.,35.60688019
ComplexNPs_99_spa_eng_grammatical,ComplexNPs,99,spa_eng,grammatical,Deposita el bank check en el banco antes de que cierre la sucursal.,22.50126266
ComplexNPs_100_spa_eng_grammatical,ComplexNPs,100,spa_eng,grammatical,Encuentra el leather wallet en la bolsa antes de salir hacia la estación.,33.03084946
ComplexNPs_101_spa_eng_grammatical,ComplexNPs,101,spa_eng,grammatical,María colgó el large calendar en la pared antes de la reunión matutina.,44.75419617
ComplexNPs_102_spa_eng_grammatical,ComplexNPs,102,spa_eng,grammatical,Guardó el small pocket la carta dentro del abrigo antes de salir.,51.8560257
